species,collection_no,source_database,collection.authorizer,taxon_no,occurrence.reference_no,collection.reference_no,ma_max,ma_min,ma_mid,lithadj,minor_lithology,minor_lithology2,lithadj2,lithology2,lithology_mel,lithadj_mel,lithology2_mel,ref_lithology_mel,occurrence_no,slice,stage,single_occurrence,strat_range,gp_lat,gp_lng,latdec,lngdec,ma_range,slice_range,lithology1,energetic_system,specimen_no,mni,mni_assumed,abundance_ref,specimens,genus,family
Metoposaurus diagnosticus,97736,PaleoDB,R. Butler,170548,33402,31149,235,221.5,228.25,"quartzose,green,red or brown,white",conglomeratic,NA,NA,NA,NA,NA,NA,NA,881085,42,Carnian,no,longer,29.60479785,25.96298221,49.841667,10.477778,15,2,sandstone,medium 1,1,1,y,1,NA,Metoposaurus,Metoposauridae
Metoposaurus diagnosticus,106458,PaleoDB,R. Butler,NA,27868,27868,235,221.5,228.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,930387,42,Carnian,no,longer,28.44677227,25.54277954,48.855833,9.387778,15,2,sandstone,medium 1,1,1,y,1,NA,Metoposaurus,Metoposauridae
Metoposaurus diagnosticus,97870,PaleoDB,R. Butler,157511,43878,43878,235,221.5,228.25,"fine,green,yellow",NA,NA,"micaceous,gray,red",sandstone,NA,NA,NA,NA,930385,42,Carnian,no,longer,28.35521475,25.40764839,48.805,9.173333,15,2,sandstone,medium 1,5,1,y,1,refrence complicated,Metoposaurus,Metoposauridae
Metoposaurus diagnosticus,61449,ETE,M. Carrano,NA,27875,27876,235,205.6,220.3,NA,NA,"sandy,calcareous",gray,mudstone,NA,NA,NA,NA,773661,43,Norian,no,longer,34.36829666,26.5058531,50.669167,18.249167,15,2,claystone,low,NA,NA,,NA,NA,Metoposaurus,Metoposauridae
Metoposaurus diagnosticus,61448,ETE,M. Carrano,37164,27868,27876,235,205.6,220.3,"gray,red",NA,calcareous,NA,grainstone,NA,NA,NA,NA,584070,43,Norian,no,longer,34.36829666,26.5058531,50.669167,18.249167,15,2,claystone,low,NA,NA,,NA,NA,Metoposaurus,Metoposauridae
Metoposaurus diagnosticus,97735,PaleoDB,R. Butler,170548,31149,31149,235,221.5,228.25,"desiccation cracks,fine,quartzose,white",NA,NA,NA,NA,NA,NA,NA,NA,880951,42,Carnian,no,longer,29.60479785,25.96298221,49.841667,10.477778,15,2,sandstone,medium 1,NA,NA,,NA,NA,Metoposaurus,Metoposauridae
Metoposaurus diagnosticus,97738,PaleoDB,R. Butler,170548,33402,31149,235,221.5,228.25,"wave ripples,fine,green,white",NA,NA,NA,NA,NA,NA,NA,NA,881093,42,Carnian,no,longer,29.60479785,25.96298221,49.841667,10.477778,15,2,sandstone,medium 2,NA,NA,,NA,NA,Metoposaurus,Metoposauridae
Metoposaurus fraasi,93542,PaleoDB,R. Butler,NA,31668,31668,221.5,205.6,213.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,842778,43,Norian,no,temporal single,11.58769435,-38.62337075,35.866667,-111.283333,0,1,not reported,NA,1,1,y,1,NA,Metoposaurus,Metoposauridae
Metoposaurus fraasi,84268,ETE,M. Carrano,NA,12930,12930,221.5,205.6,213.55,"fine,coarse,concretionary,hematitic,gray,green",cherty/siliceous,NA,NA,NA,NA,NA,NA,NA,782178,43,Norian,no,temporal single,10.37608926,-37.63410817,34.884722,-109.808056,0,1,wackestone,low,NA,NA,,NA,NA,Metoposaurus,Metoposauridae
Metoposaurus fraasi,84269,ETE,M. Carrano,NA,12932,12932,221.5,205.6,213.55,"red,yellow",argillaceous,NA,NA,NA,NA,NA,NA,NA,782186,43,Norian,no,temporal single,9.293148327,-30.98162946,34.955,-101.704167,0,1,siltstone,medium 1,NA,NA,,NA,NA,Metoposaurus,Metoposauridae
Metoposaurus hoffmani,106539,PaleoDB,R. Butler,NA,35623,35623,235,201.6,218.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,930985,43,Norian,yes,temporal single,-28.80966453,36.02274949,-18.18259,44.92583,0,1,not reported,NA,4,1,y,1,NA,Metoposaurus,Metoposauridae
Metoposaurus jonesi,71976,ETE,M. Carrano,NA,37028,37029,235,205.6,220.3,yellow,sandy,NA,NA,NA,NA,NA,NA,NA,1080921,43,Norian,yes,temporal single,7.741952892,-30.75472148,33.45081,-101.171606,0,1,claystone,low,1,1,y,1,NA,Metoposaurus,Metoposauridae
Metoposaurus perfecta,39671,ETE,M. Carrano,NA,13103,13103,235,201.6,218.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,410787,43,Norian,yes,temporal single,7.786251668,-30.71591841,33.5,-101.1333,0,1,NA,NA,1,1,y,1,NA,Metoposaurus,Metoposauridae
Micraroter erythrogeios,67945,Fossilworks,J. Alroy,NA,19411,19411,279.5,272.5,276,"green,red",NA,NA,"""cross stratification"",red",sandstone,NA,NA,NA,NA,631444,33,Kungurian,yes,temporal single,0.640417343,-29.10899674,34.189722,-98.787778,0,1,shale,low,1,1,y,1,NA,Micraroter,Ostodolepidae
Microbrachis pelikani,84835,PaleoDB,J. Mueller,NA,28832,28608,311.45,305.9,308.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,789756,28,Moscovian,yes,temporal single,-1.468283224,18.68593021,49.713056,13.207222,0,1,coal,low,7,7,n,215,preservation is excellent;  soft tissue imprints of tails,Microbrachis,NA
Micropholis stowi,13043,PaleoDB,C. Sidor,267010,47028,29612,252.3,247.2,249.75,red,NA,NA,NA,NA,NA,NA,NA,NA,1142024,39,Olenekian,no,longer,-51.41810525,-11.17831642,-32.106111,26.509722,2,2,mudstone,low,1,1,y,1,NA,Micropholis,Amphibamidae
Micropholis stowi,144320,PaleoDB,R. Butler,NA,46658,27216,252.3,251.3,251.8,NA,NA,NA,NA,NA,not reported,NA,NA,1,1134116,38,Induan,no,longer,-50.2382374,-14.24078743,-31.866667,24.55,2,2,not reported,NA,1,1,y,1,NA,Micropholis,Amphibamidae
Micropholis stowi,144326,PaleoDB,R. Butler,NA,46658,46658,252.3,251.3,251.8,NA,NA,NA,NA,NA,not reported,NA,NA,NA,1134125,38,Induan,no,longer,-50.47524188,-11.38319903,-30.508056,25.997778,2,2,not reported,NA,1,1,y,1,NA,Micropholis,Amphibamidae
Micropholis stowi,144323,PaleoDB,R. Butler,NA,46658,46658,252.3,251.3,251.8,NA,NA,NA,NA,NA,not reported,NA,NA,NA,1134121,38,Induan,no,longer,-50.47712067,-11.38215315,-30.508611,26,2,2,not reported,NA,1,1,y,1,NA,Micropholis,Amphibamidae
Micropholis stowi,144322,PaleoDB,R. Butler,NA,46658,46658,252.3,251.3,251.8,NA,NA,NA,NA,NA,not reported,NA,NA,NA,1134119,38,Induan,no,longer,-50.8057142,-12.54421006,-31.3,25.816667,2,2,not reported,NA,1,1,y,1,NA,Micropholis,Amphibamidae
Micropholis stowi,144325,PaleoDB,R. Butler,NA,46658,46658,252.3,251.3,251.8,NA,NA,NA,NA,NA,not reported,NA,NA,193,1134124,38,Induan,no,longer,-50.47524188,-11.38319903,-30.508056,25.997778,2,2,not reported,NA,1,1,y,1,NA,Micropholis,Amphibamidae
Micropholis stowi,98602,PaleoDB,R. Butler,NA,46658,35271,252.3,251.3,251.8,NA,NA,NA,NA,NA,siltstone,light greenish-grey calcareous siltstone,NA,188,1134120,38,Induan,no,longer,-50.44876943,-11.39747741,-30.5,25.966667,2,2,siltstone,medium 1,2,2,n,1,NA,Micropholis,Amphibamidae
Micropholis stowi,144327,PaleoDB,R. Butler,NA,46658,46658,252.3,251.3,251.8,NA,NA,NA,NA,NA,not reported,NA,NA,1,1134126,38,Induan,no,longer,-51.00622477,-10.60083004,-30.416667,26.833333,2,2,not reported,NA,2,2,n,1,NA,Micropholis,Amphibamidae
Micropholis stowi,144321,PaleoDB,R. Butler,NA,46658,46658,252.3,251.3,251.8,NA,NA,NA,NA,NA,not reported,NA,NA,NA,1134118,38,Induan,no,longer,-50.8057142,-12.54421006,-31.3,25.816667,2,2,not reported,NA,2,2,n,1,palate and juvenile skull,Micropholis,Amphibamidae
Micropholis stowi,144328,PaleoDB,R. Butler,NA,46658,46658,252.3,251.3,251.8,NA,NA,NA,NA,NA,not reported,NA,NA,1,1134127,38,Induan,no,longer,-51.31873279,-5.958778737,-28.283333,29.133333,2,2,not reported,NA,2,1,y,1,NA,Micropholis,Amphibamidae
Micropholis stowi,13043,PaleoDB,C. Sidor,NA,46658,29612,252.3,247.2,249.75,red,NA,NA,NA,NA,NA,NA,NA,NA,1134117,39,Olenekian,no,longer,-51.41810525,-11.17831642,-32.106111,26.509722,2,2,mudstone,low,5,5,n,193,5 complete skulls and skeletons;  corrected pbdb here,Micropholis,Amphibamidae
Microposaurus averyi,136481,PaleoDB,R. Butler,NA,43647,43647,247.2,242,244.6,"nodular,sideritic,black,gray",silty,NA,NA,NA,NA,NA,NA,NA,1087247,40,Anisian,yes,temporal single,-76.87266213,108.6960915,-34.216667,150.65,0,1,claystone,low,1,1,y,1,NA,Microposaurus,Trematosauridae
Microposaurus casei,144319,PaleoDB,R. Butler,NA,46648,46648,247.2,242,244.6,green,NA,NA,red,"""siliciclastic""",NA,NA,NA,NA,1134114,40,Anisian,no,temporal single,-50.71588542,-8.013792036,-30.993889,26.320278,0,1,mudstone,low,1,1,y,1,NA,Microposaurus,Trematosauridae
Microposaurus casei,144344,PaleoDB,R. Butler,NA,38019,38019,247.2,242,244.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134210,40,Anisian,no,temporal single,-50.76388385,-7.306338669,-30.683333,26.7,0,1,not reported,NA,1,1,y,1,NA,Microposaurus,Trematosauridae
Microposaurus casei,144343,PaleoDB,R. Butler,NA,38019,38019,247.2,242,244.6,NA,NA,NA,NA,NA,not reported,redbeds,NA,187,1134194,40,Anisian,no,temporal single,-50.30839732,-7.3745907,-30.420278,26.265278,0,1,not reported,NA,1,1,y,1,NA,Microposaurus,Trematosauridae
Miopelodytes gilmorei,92027,Fossilworks,J. Alroy,NA,30968,30968,15.97,11.608,13.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,831818,77,Middle Miocene,yes,temporal single,44.56349046,-110.5495427,40.833333,-115.766667,0,1,shale,low,NA,NA,,NA,NA,Miopelodytes,Pelodytidae
Montsechobatrachus gaudryi,152684,NA,M. Clapham,NA,49222,49222,130,125.45,127.725,planar lamination,NA,NA,NA,NA,limestone,NA,limestone,NA,1184113,59,Barremian,no,temporal single,27.89891997,24.73261898,42.2,0.89,0,1,limestone,low,1,1,y,1,NA,Montsechobatrachus,NA
Montsechobatrachus gaudryi,118362,PaleoDB,M. Clapham,284623,49344,49344,130,125.45,127.725,"planar lamination,fine,brown",NA,NA,NA,NA,limestone,NA,limestone,NA,1186192,59,Barremian,no,temporal single,27.89891997,24.73261898,42.2,0.89,0,1,limestone,low,1,1,y,1,NA,Montsechobatrachus,NA
Nannaroter mckinziei,67862,Fossilworks,J. Alroy,NA,30433,19393,290.1,268,279.05,"fine,gray",NA,NA,coarse,conglomerate,NA,NA,NA,NA,821692,33,Kungurian,yes,temporal single,0.975413717,-28.53860343,34.770556,-98.403889,0,1,claystone,low,1,1,y,1,NA,Nannaroter,Ostodolepidae
Nannospondylus stewarti,27414,Fossilworks,J. Alroy,NA,4327,4327,272.5,265,268.75,"concretionary,red",NA,NA,green,sandstone,NA,NA,NA,NA,287720,34,Roadian-Wordian,yes,temporal single,8.00152498,-24.95654945,35.995556,-98.358889,0,1,shale,low,1,1,y,1,NA,Nannospondylus,Trimerorhachidae
Nanolania anatopretia,94541,PaleoDB,M. Uhen,NA,43624,32164,252.3,251.3,251.8,red,NA,NA,NA,NA,NA,NA,NA,NA,1087080,38,Induan,yes,temporal single,-68.96617631,128.1364389,-23.640278,148.901667,0,1,mudstone,low,5,1,y,1,NA,Nanolania,Rhytidosteidae
Nanopus reidiae,81525,PaleoDB,M. Uhen,NA,27502,27502,318.1,306.95,312.525,NA,NA,NA,NA,sandstone,NA,NA,NA,NA,762762,28,Moscovian,yes,temporal single,-13.76382254,-27.64193889,33.813611,-87.166666,0,1,shale,low,NA,NA,,NA,NA,Nanopus,NA
Neldasaurus wrightae,79162,PaleoDB,J. Mueller,NA,58054,43845,296.4,268,282.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1314749,33,Kungurian,no,longer,0.061937284,-29.32382698,33.583333,-98.65,4,2,not reported,NA,NA,NA,,NA,NA,Neldasaurus,NA
Neldasaurus wrightae,137131,PaleoDB,M. Carrano,NA,58054,43841,298.9,272.5,285.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1314753,32,Artinskian,no,longer,-2.110142183,-29.94591435,33,-98,4,2,not reported,NA,NA,NA,,NA,NA,Neldasaurus,NA
Neoprocoela edentatus,49783,Fossilworks,J. Alroy,135439,13081,13361,29,21,25,volcaniclastic,NA,NA,volcaniclastic,sandstone,NA,NA,NA,1,492948,75,Chattian,yes,temporal single,-44.38606068,-63.57834741,-44.666667,-68.416667,0,1,conglomerate,high,1,1,y,1,NA,Neoprocoela,Leptodactylidae
Nesovtriton mynbulakensis,58174,ETE,M. Carrano,NA,31565,16510,89.3,85.8,87.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,841559,64,Coniacian,no,longer,36.23407264,71.10928079,42.117293,62.655315,4,2,not reported,NA,1,1,y,1,NA,Nesovtriton,NA
Nesovtriton mynbulakensis,58179,ETE,M. Carrano,NA,31565,38128,89.3,85.8,87.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,841560,64,Coniacian,no,longer,36.23407264,71.10928079,42.117293,62.655315,4,2,not reported,NA,2,1,y,1,NA,Nesovtriton,NA
Nesovtriton mynbulakensis,58168,ETE,M. Carrano,NA,31565,38131,94.3,89.3,91.8,"""cross stratification""",NA,NA,NA,conglomerate,sandstone,current signs,sandstone,NA,841558,63,Turonian,no,longer,35.92976291,70.46982967,42.117293,62.655315,4,2,sandstone,medium 2,6,4,n,114,combined from 3 entries. 4 atlantes,Nesovtriton,NA
Neusibatrachus wilferti,85293,Fossilworks,J. Alroy,NA,37879,28742,130,125.45,127.725,planar lamination,NA,NA,NA,NA,NA,NA,NA,NA,983526,59,Barremian,yes,temporal single,27.78327354,24.5888083,42.033333,0.833333,0,1,limestone,low,NA,NA,,NA,NA,Neusibatrachus,NA
Nigerpeton ricqlesi,68054,Fossilworks,J. Alroy,NA,28482,28482,254,252.3,253.15,"brown,red",NA,conglomeratic,"intraclastic,red",sandstone,NA,NA,NA,NA,632372,37,Changhsingian,no,temporal single,-3.476663444,13.12385391,18.783333,7.197222,0,1,mudstone,low,1,1,y,1,NA,Nigerpeton,Cochleosauridae
Nigerpeton ricqlesi,68053,Fossilworks,J. Alroy,NA,28482,28481,254,252.3,253.15,red,NA,NA,NA,conglomerate,NA,NA,NA,NA,789101,37,Changhsingian,no,temporal single,-3.481459699,13.14611525,18.791944,7.219444,0,1,claystone,low,2,1,y,1,NA,Nigerpeton,Cochleosauridae
Noterpeton bolivianum,12855,PaleoDB,E. Fara,NA,4284,39674,70.6,66.043,68.3215,"fine,medium,red,yellow",NA,NA,NA,NA,sandstone,NA,sandstone,NA,146068,67,Maastrichtian,yes,temporal single,-18.87845142,-46.94439296,-17.855556,-65.45,0,1,sandstone,medium 1,38,1,n,115,38 vertebrae,Noterpeton,Sirenidae
Notobatrachus degiustoi,92112,Fossilworks,J. Alroy,NA,31021,55099,167.7,164.7,166.2,"planar lamination,tuffaceous,gray",NA,NA,NA,NA,NA,NA,NA,NA,832122,51,Bathonian,yes,temporal single,-49.89790185,-16.64394314,-48.416667,-66.8,0,1,shale,low,NA,NA,,NA,NA,Notobatrachus,NA
Notobatrachus reigi,92115,Fossilworks,J. Alroy,NA,31021,31021,164.7,161.2,162.95,gray,NA,NA,NA,NA,NA,NA,NA,NA,832127,53,Oxfordian,yes,temporal single,-48.66640471,-21.4157681,-43.433333,-69.25,0,1,siltstone,medium 1,NA,NA,,NA,NA,Notobatrachus,NA
Notophthalmus crassus,75880,Fossilworks,J. Alroy,NA,25670,25670,20.43,15.97,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,707485,76,Lower Miocene,yes,temporal single,47.32903388,-92.58076529,43.133333,-101.866667,0,1,not reported,NA,NA,NA,,NA,NA,Notophthalmus,Salamandridae
Notophthalmus slaughteri,140202,PaleoDB,J. Head,NA,45287,45287,15.97,13.6,14.785,NA,NA,NA,NA,NA,not reported,NA,NA,NA,1108004,77,Middle Miocene,no,temporal single,33.46966238,-89.66786888,30.683333,-95.05,0,1,not reported,NA,1,1,n,106,vertebra,Notophthalmus,Salamandridae
Notophthalmus slaughteri,18665,Fossilworks,J. Alroy,NA,713,6198,15.97,13.6,14.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,289351,77,Middle Miocene,no,temporal single,33.28391321,-89.63075127,30.5,-95,0,1,not reported,NA,NA,NA,,NA,NA,Notophthalmus,Salamandridae
Oligosemia spinosa,44942,Fossilworks,J. Alroy,NA,11708,11708,11.1,8.7,9.9,planar lamination,NA,NA,NA,NA,mudstone,NA,fine-grained siliciclastic,NA,832076,78,Upper Miocene,yes,temporal single,38.88179299,-0.146002691,40.161944,-1.234444,0,1,mudstone,low,3,3,n,12,3 skeletons,Oligosemia,Salamandridae
Onchiodon labyrinthicus,52522,Fossilworks,J. Alroy,NA,14125,14125,295,290.1,292.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,517728,31,Sakmarian,yes,temporal single,7.727055414,23.29848619,50.999722,13.650278,0,1,limestone,low,NA,NA,,NA,NA,Onchiodon,Eryopidae
Ophiderpeton kirktonense,22725,ETE,A. Behrensmeyer,NA,42474,4596,336,326.4,331.2,black,NA,NA,NA,"""limestone""",NA,NA,NA,NA,1064711,25,Visean,yes,temporal single,-28.15289937,-9.243454463,55.95,-3.2,0,1,shale,low,4,1,y,1,NA,Ophiderpeton,Ophiderpetontidae
Ophiderpeton swisshelmense,92271,PaleoDB,J. Mueller,NA,31089,31089,318.1,314.6,316.35,"intraclastic,shelly/skeletal,gray,yellow",silty,NA,NA,NA,NA,NA,NA,NA,832560,27,Bashkirian,yes,temporal single,-9.204140903,-49.92483308,31.733333,-109.566667,0,1,limestone,low,15,1,n,207,disarticulated vertebra,Ophiderpeton,Ophiderpetontidae
Opisthotriton gidleyi,14906,Fossilworks,J. Alroy,NA,7598,2953,63.3,61.7,62.5,NA,NA,NA,NA,NA,shale/mudstone,greenish;  contains localized beds and lenses of grey sandstone,fine-grained siliciclastic,125,289589,68,Danian,yes,temporal single,56.35974339,-72.94554166,45.8,-109.8,0,1,shale/mudstone,low,1,1,n,12,1 skull,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,14546,Fossilworks,J. Alroy,NA,13103,960,69.4,67.5,68.45,NA,silty,NA,NA,NA,sandstone,NA,sandstone,NA,488028,67,Maastrichtian,no,longer,58.26608988,-63.90828432,47.5167,-106.4,22,4,sandstone,medium 1,1,1,y,1,NA,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,14515,Fossilworks,J. Alroy,NA,13103,3198,66.9,66.7,66.8,NA,silty,NA,NA,NA,sandstone,NA,sandstone,NA,819363,67,Maastrichtian,no,longer,58.52475995,-64.52359191,47.6,-107,22,4,sandstone,medium 1,1,1,y,1,NA,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,14582,Fossilworks,J. Alroy,NA,13103,960,70.6,66.043,68.3215,NA,silty,NA,NA,NA,sandstone,NA,sandstone,NA,488282,67,Maastrichtian,no,longer,58.55882546,-64.36934973,47.667,-106.9167,22,4,sandstone,medium 1,1,1,y,1,NA,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,14535,Fossilworks,J. Alroy,NA,13103,960,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,487910,67,Maastrichtian,no,longer,58.51089416,-64.68217741,47.55,-107.1,22,4,sandstone,medium 1,1,1,y,1,NA,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,14534,Fossilworks,J. Alroy,NA,13103,960,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,NA,sandstone,178,487887,67,Maastrichtian,no,longer,58.52577197,-64.66765197,47.5667,-107.1,22,4,sandstone,medium 1,1,1,y,1,NA,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,14601,Fossilworks,J. Alroy,NA,803,1239,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,NA,sandstone,123,1171314,67,Maastrichtian,no,longer,53.61898138,-65.2825539,43,-104.5,22,4,sandstone,medium 1,1,1,y,122,NA,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,14505,Fossilworks,J. Alroy,NA,13103,3880,67.3,67.1,67.2,NA,NA,NA,NA,NA,sandstone,yellow,sandstone,123,483640,67,Maastrichtian,no,longer,53.79570316,-65.1904374,43.183333,-104.533333,22,4,sandstone,medium 1,1,1,n,123,vertebra,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,14577,Fossilworks,J. Alroy,NA,13103,1239,70.6,66.043,68.3215,"""cross stratification""",NA,NA,NA,NA,sandstone,current signs,sandstone,NA,488262,67,Maastrichtian,no,longer,53.85633135,-65.21099963,43.2333,-104.5833,22,4,sandstone,medium 2,1,1,n,123,vertebra,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,14639,Fossilworks,J. Alroy,NA,13103,960,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,488573,67,Maastrichtian,no,longer,58.60359539,-65.17261063,47.5167,-107.5,22,4,sandstone,medium 1,2,1,n,123,dentary + vertebra,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,45098,PaleoDB,M. Carrano,NA,11749,11749,69.4,66.7,68.05,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,457828,67,Maastrichtian,no,longer,56.11224712,-62.46472637,45.9488,-103.9617,22,4,sandstone,medium 1,2,1,y,124,not specified,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,45136,ETE,M. Carrano,NA,11749,11749,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,458094,67,Maastrichtian,no,longer,56.49988976,-62.11652491,46.3819,-103.9644,22,4,sandstone,medium 1,2,1,y,124,not specified,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,14566,Fossilworks,J. Alroy,NA,803,14177,70.6,66.043,68.3215,"""cross stratification""",NA,NA,NA,NA,sandstone,current signs,sandstone,NA,488172,67,Maastrichtian,no,longer,53.73451813,-65.18566841,43.128947,-104.494713,22,4,sandstone,medium 2,2,1,y,123,atlas,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,45260,Fossilworks,J. Alroy,NA,5929,5929,79.2,79,79.1,"""cross stratification"",lag,fine,pebbly,intraclastic",silty,NA,NA,NA,sandstone,current signs,sandstone,NA,459496,66,Campanian,no,longer,60.67105938,-65.52264849,50.737049,-111.480053,22,4,sandstone,medium 2,2,1,y,119,identifiable elements,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,14519,Fossilworks,J. Alroy,NA,803,1239,70.6,66.043,68.3215,NA,sandy,NA,NA,NA,shale,NA,fine-grained siliciclastic,NA,487841,67,Maastrichtian,no,longer,53.77561785,-65.25146369,43.15,-104.5667,22,4,shale,low,3,1,y,123,atlas,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,14538,Fossilworks,J. Alroy,NA,803,1239,70.6,66.043,68.3215,"""cross stratification""",NA,sandy,NA,"""shale""",sandstone,current signs,sandstone,NA,488008,67,Maastrichtian,no,longer,53.78058839,-65.20218927,43.1667,-104.5333,22,4,sandstone,medium 2,3,1,y,123,atlas,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,47807,PaleoDB,R. Whatley,NA,5929,5929,79.7,79,79.35,"planar lamination,fine,medium",NA,carbonaceous,planar lamination,siltstone,sandstone,NA,sandstone,NA,479581,66,Campanian,no,longer,60.7076701,-65.5369509,50.767207,-111.514677,22,4,sandstone,medium 1,4,1,y,119,info missing in reference,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,47784,PaleoDB,R. Whatley,NA,5929,5929,79.2,79,79.1,"current ripples,intraclastic",NA,NA,NA,NA,sandstone,current signs,sandstone,NA,479400,66,Campanian,no,longer,60.7590542,-65.64426024,50.791401,-111.624328,22,4,sandstone,medium 2,4,1,y,119,info missing in reference,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,45144,ETE,M. Carrano,NA,11749,11749,66.9,66.7,66.8,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,458237,67,Maastrichtian,no,longer,56.43641776,-62.08160622,46.334,-103.8979,22,4,sandstone,medium 1,5,1,y,124,not specified,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,85498,ETE,M. Carrano,NA,28887,28887,70.6,66.043,68.3215,"planar lamination,paleosol/pedogenic,fine,gypsiferous,intraclastic",NA,NA,NA,NA,siltstone,NA,siltstone,NA,790035,67,Maastrichtian,no,longer,58.5053884,-64.39257931,47.613911,-106.896561,22,4,siltstone,medium 1,5,1,y,101,not specified,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,14610,Fossilworks,J. Alroy,NA,11749,1984,66.9,66.7,66.8,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,458159,67,Maastrichtian,no,longer,56.04082374,-61.60752462,46.1,-103.3,22,4,sandstone,medium 1,5,1,y,124,not specified,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,14640,Fossilworks,J. Alroy,NA,717,717,70.6,66.043,68.3215,gray,NA,NA,"""cross stratification"",yellow",sandstone,mudstone,NA,fine-grained siliciclastic,NA,291027,67,Maastrichtian,no,longer,51.22804524,-67.01446488,40.386389,-104.491667,22,4,mudstone,low,5,3,n,120,3 atlantes and 2 dentaries,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,36543,Fossilworks,J. Alroy,NA,9765,9765,84.9,70.6,77.75,medium,carbonaceous,NA,NA,sandstone,siltstone,NA,siltstone,NA,383940,66,Campanian,no,longer,46.35063606,-70.85385875,36.271111,-108.209167,22,4,siltstone,medium 1,6,1,n,12,fragment dentary;  5 fragment vertebra,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,22696,ETE,A. Behrensmeyer,NA,5929,5929,79.7,79,79.35,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,480327,66,Campanian,no,longer,60.6694971,-65.30364291,50.7813031,-111.32555,22,4,sandstone,medium 1,8,1,y,119,info missing in reference,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,47812,PaleoDB,R. Whatley,NA,5929,5929,79.7,79,79.35,NA,NA,NA,NA,NA,not reported,NA,NA,NA,479671,66,Campanian,no,longer,60.69354702,-65.56519928,50.748546,-111.524962,22,4,not reported,medium 2,8,1,y,119,info missing in reference,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,85499,ETE,M. Carrano,NA,28887,28887,70.6,66.043,68.3215,"tabular,medium,concretionary,ferruginous,intraclastic",NA,NA,NA,NA,sandstone,NA,sandstone,NA,790060,67,Maastrichtian,no,longer,58.5053884,-64.39257931,47.613911,-106.896561,22,4,sandstone,medium 2,8,1,y,NA,not specified,Opisthotriton,Batrachosauroididae
Opisthotriton kayi,45109,ETE,M. Carrano,NA,11749,11749,66.5,66.3,66.4,NA,carbonaceous,NA,NA,NA,shale,NA,fine-grained siliciclastic,NA,458056,67,Maastrichtian,no,longer,56.33308485,-61.99285987,46.264,-103.7669,22,4,shale,low,8,5,n,124,combiend from 5 entries. Info missing in reference,Opisthotriton,Batrachosauroididae
